wavelength,Rrs_ref0.3067,Rrs_ref0.2788,Rrs_ref0.2383,Rrs_ref0.2318,Rrs_ref0.2291
630.0,1.01070065e-02,1.00260829e-02,6.96288226e-03,7.15881055e-03,7.13343345e-03
631.0,1.01094291e-02,1.00338834e-02,6.94886142e-03,7.14675705e-03,7.12331855e-03
632.0,1.01117744e-02,1.00413616e-02,6.93300355e-03,7.13619745e-03,7.11111568e-03
633.0,1.01246919e-02,1.00559067e-02,6.92054477e-03,7.11660129e-03,7.09606369e-03
634.0,1.01373218e-02,1.00701173e-02,6.90571298e-03,7.10673089e-03,7.08557269e-03
635.0,1.01478317e-02,1.00746567e-02,6.89811628e-03,7.10326427e-03,7.07945463e-03
636.0,1.01634749e-02,1.00869845e-02,6.88832646e-03,7.09972619e-03,7.07763440e-03
637.0,1.01859357e-02,1.01097133e-02,6.88224268e-03,7.09198879e-03,7.06997277e-03
638.0,1.02052440e-02,1.01346649e-02,6.87989608e-03,7.08684685e-03,7.06315435e-03
639.0,1.02271476e-02,1.01468549e-02,6.88054333e-03,7.08265951e-03,7.06705091e-03
640.0,1.02490138e-02,1.01591013e-02,6.88379972e-03,7.09822023e-03,7.07559667e-03
641.0,1.02706732e-02,1.01771227e-02,6.88442784e-03,7.10879534e-03,7.08388850e-03
642.0,1.02933376e-02,1.01955256e-02,6.88387337e-03,7.10937726e-03,7.08252275e-03
643.0,1.03086882e-02,1.02153747e-02,6.88204083e-03,7.11225396e-03,7.08026016e-03
644.0,1.03241955e-02,1.02322241e-02,6.88197072e-03,7.09850574e-03,7.07370380e-03
645.0,1.03313415e-02,1.02412240e-02,6.88027698e-03,7.09136521e-03,7.06403905e-03
646.0,1.03379915e-02,1.02511555e-02,6.88627801e-03,7.08897453e-03,7.05948188e-03
647.0,1.03295488e-02,1.02533241e-02,6.87985314e-03,7.08336581e-03,7.05231092e-03
648.0,1.03225502e-02,1.02451951e-02,6.87013428e-03,7.08008378e-03,7.04630826e-03
649.0,1.03006805e-02,1.02429080e-02,6.84433696e-03,7.06415198e-03,7.02200680e-03
650.0,1.02727340e-02,1.02316795e-02,6.80391887e-03,7.01494177e-03,6.96931882e-03
651.0,1.02329624e-02,1.02148521e-02,6.76125866e-03,6.95914055e-03,6.92539400e-03
652.0,1.01793452e-02,1.01893912e-02,6.69280669e-03,6.89837022e-03,6.85828913e-03
653.0,1.01179596e-02,1.01700445e-02,6.60880713e-03,6.79366806e-03,6.75888266e-03
654.0,1.00330191e-02,1.01380149e-02,6.52346885e-03,6.65620043e-03,6.64176237e-03
655.0,9.92860742e-03,1.00438202e-02,6.44615019e-03,6.57157218e-03,6.57209088e-03
656.0,9.81344711e-03,9.94489593e-03,6.34136155e-03,6.53396732e-03,6.51925245e-03
657.0,9.69998255e-03,9.88256768e-03,6.21286709e-03,6.40219756e-03,6.38011734e-03
658.0,9.58210466e-03,9.83124355e-03,6.09990710e-03,6.24529569e-03,6.25148869e-03
659.0,9.46374567e-03,9.77439688e-03,6.00186499e-03,6.11770154e-03,6.13892952e-03
660.0,9.34770875e-03,9.71207001e-03,5.90658646e-03,6.00477697e-03,6.03267608e-03
661.0,9.22882508e-03,9.65725787e-03,5.81740315e-03,5.88893087e-03,5.93083594e-03
662.0,9.11364587e-03,9.60206916e-03,5.73481803e-03,5.77964808e-03,5.83697118e-03
663.0,8.99219841e-03,9.54200112e-03,5.64779676e-03,5.68180931e-03,5.75164350e-03
664.0,8.88436455e-03,9.49275043e-03,5.56295639e-03,5.59439874e-03,5.66885345e-03
665.0,8.78162423e-03,9.44457963e-03,5.48548530e-03,5.51553465e-03,5.59490370e-03
666.0,8.68980087e-03,9.39334431e-03,5.41650021e-03,5.44221740e-03,5.53473124e-03
667.0,8.61046189e-03,9.35589215e-03,5.34825118e-03,5.38535999e-03,5.48292227e-03
668.0,8.54036646e-03,9.32270970e-03,5.28435118e-03,5.33199260e-03,5.43358429e-03
669.0,8.48240258e-03,9.29810741e-03,5.22824425e-03,5.28476956e-03,5.38939980e-03
670.0,8.43739747e-03,9.27738241e-03,5.17920452e-03,5.24634093e-03,5.36099189e-03
671.0,8.40382967e-03,9.25702981e-03,5.13365365e-03,5.22614539e-03,5.34024255e-03
672.0,8.38504603e-03,9.24847552e-03,5.09171166e-03,5.21419424e-03,5.32471466e-03
673.0,8.37439304e-03,9.24404455e-03,5.05458214e-03,5.20087150e-03,5.31473298e-03
674.0,8.37149188e-03,9.24490892e-03,5.02241473e-03,5.19583204e-03,5.31359454e-03
675.0,8.37833510e-03,9.25206587e-03,4.99307175e-03,5.20608565e-03,5.31394366e-03
676.0,8.39544946e-03,9.26381084e-03,4.96662468e-03,5.20987868e-03,5.32233190e-03
677.0,8.42384203e-03,9.28037931e-03,4.95164050e-03,5.22861694e-03,5.33452848e-03
678.0,8.46860550e-03,9.30454943e-03,4.94464789e-03,5.24621132e-03,5.35446823e-03
679.0,8.52255014e-03,9.33212635e-03,4.94478797e-03,5.27413002e-03,5.38127966e-03
680.0,8.59745293e-03,9.36828028e-03,4.95934116e-03,5.31753601e-03,5.41528171e-03
681.0,8.69052816e-03,9.41402126e-03,4.98261932e-03,5.36321173e-03,5.45611593e-03
682.0,8.80416520e-03,9.47040701e-03,5.01684384e-03,5.40995736e-03,5.50328391e-03
683.0,8.94204792e-03,9.53725896e-03,5.06243643e-03,5.47427045e-03,5.56970098e-03
684.0,9.10539184e-03,9.63768220e-03,5.10396555e-03,5.55093307e-03,5.61967118e-03
685.0,9.29435321e-03,9.74754636e-03,5.16885356e-03,5.56416386e-03,5.65353004e-03
686.0,9.50451978e-03,9.81521519e-03,5.28280996e-03,5.70499708e-03,5.80483445e-03
687.0,9.67626570e-03,9.84293448e-03,5.34852705e-03,5.93732723e-03,5.98228136e-03
688.0,9.84908326e-03,9.90468144e-03,5.38011134e-03,5.99721146e-03,6.02826604e-03
689.0,1.00270943e-02,9.97523077e-03,5.40779698e-03,6.07812956e-03,6.09523427e-03
690.0,1.02240358e-02,1.00481964e-02,5.43047440e-03,6.13996096e-03,6.14450407e-03
691.0,1.03956022e-02,1.01133122e-02,5.44561320e-03,6.17984515e-03,6.18245597e-03
692.0,1.05645866e-02,1.01707777e-02,5.45937708e-03,6.23301834e-03,6.22741757e-03
693.0,1.07177506e-02,1.01984986e-02,5.46457963e-03,6.30888471e-03,6.29448613e-03
694.0,1.08589875e-02,1.02166821e-02,5.45500046e-03,6.38243238e-03,6.35435608e-03
695.0,1.09749293e-02,1.02338353e-02,5.41769532e-03,6.42259223e-03,6.37491134e-03
696.0,1.10703034e-02,1.02512645e-02,5.36556997e-03,6.41114868e-03,6.35841695e-03
697.0,1.11498057e-02,1.02597775e-02,5.31368274e-03,6.37254551e-03,6.32555971e-03
698.0,1.12227043e-02,1.02486617e-02,5.25871307e-03,6.35785426e-03,6.30934982e-03
699.0,1.12722375e-02,1.02145935e-02,5.19622022e-03,6.34138300e-03,6.28443313e-03
700.0,1.12994732e-02,1.01776974e-02,5.12500590e-03,6.30610149e-03,6.24559385e-03
701.0,1.13078217e-02,1.01285757e-02,5.05112046e-03,6.25875072e-03,6.19864820e-03
702.0,1.12998067e-02,1.00789314e-02,4.96187748e-03,6.20157725e-03,6.13214087e-03
703.0,1.12758037e-02,1.00212876e-02,4.85977654e-03,6.09201594e-03,6.03386806e-03
704.0,1.12432667e-02,9.96414089e-03,4.76530261e-03,6.00028586e-03,5.93863935e-03
705.0,1.11920926e-02,9.88785672e-03,4.66701066e-03,5.90278325e-03,5.84207410e-03
706.0,1.11177912e-02,9.79853031e-03,4.54924828e-03,5.77695719e-03,5.71657087e-03
707.0,1.10331446e-02,9.70050657e-03,4.44089385e-03,5.65626122e-03,5.59467979e-03
708.0,1.09309356e-02,9.59381528e-03,4.32771936e-03,5.52181411e-03,5.46239502e-03
709.0,1.08092495e-02,9.47493662e-03,4.20472222e-03,5.36627348e-03,5.31313817e-03
710.0,1.06638917e-02,9.34096367e-03,4.07575656e-03,5.20162481e-03,5.14665436e-03
711.0,1.05145321e-02,9.20134465e-03,3.95006208e-03,5.03292876e-03,4.98472621e-03
712.0,1.03462112e-02,9.05409022e-03,3.82462156e-03,4.86137522e-03,4.81276738e-03
713.0,1.01551348e-02,8.88357578e-03,3.68259781e-03,4.66188381e-03,4.61628951e-03
714.0,9.97590366e-03,8.74267739e-03,3.55531910e-03,4.46838262e-03,4.42771612e-03
715.0,9.79690419e-03,8.60501470e-03,3.43838926e-03,4.25858721e-03,4.22849680e-03
716.0,9.58206189e-03,8.42261741e-03,3.32591086e-03,4.06283880e-03,4.04531012e-03
717.0,9.36709135e-03,8.21840043e-03,3.22846578e-03,3.92360849e-03,3.90347169e-03
718.0,9.13409670e-03,7.99447085e-03,3.12775734e-03,3.78942679e-03,3.75985575e-03
719.0,8.86413740e-03,7.73434702e-03,3.00218304e-03,3.64693864e-03,3.60664512e-03
720.0,8.64793552e-03,7.55691361e-03,2.88392217e-03,3.49469818e-03,3.44312863e-03
721.0,8.45040570e-03,7.43370443e-03,2.77729075e-03,3.28910889e-03,3.25008086e-03
722.0,8.21262024e-03,7.27027608e-03,2.67519774e-03,3.08428932e-03,3.07915802e-03
723.0,7.97550550e-03,7.06826153e-03,2.59480460e-03,2.96220664e-03,2.95070078e-03
724.0,7.70073662e-03,6.83907544e-03,2.49639307e-03,2.82981263e-03,2.81247237e-03
725.0,7.44965325e-03,6.64322659e-03,2.40722816e-03,2.69684432e-03,2.67820627e-03
726.0,7.14515119e-03,6.41782223e-03,2.30304670e-03,2.54559781e-03,2.52604246e-03
727.0,6.82809323e-03,6.18169222e-03,2.20324347e-03,2.39848332e-03,2.38097116e-03
728.0,6.50650640e-03,5.93939476e-03,2.11051238e-03,2.25923131e-03,2.23906880e-03
729.0,6.12902580e-03,5.65664623e-03,2.00246286e-03,2.10948451e-03,2.08534372e-03
730.0,5.79070494e-03,5.39749102e-03,1.91464482e-03,1.97803688e-03,1.95773898e-03
731.0,5.45537733e-03,5.13406734e-03,1.82145847e-03,1.85010260e-03,1.82267167e-03
732.0,5.19890257e-03,4.94514688e-03,1.75036585e-03,1.74433880e-03,1.72297195e-03
733.0,4.94834784e-03,4.76412928e-03,1.68338644e-03,1.64709932e-03,1.62692903e-03
734.0,4.76911959e-03,4.62836980e-03,1.63757968e-03,1.57724517e-03,1.55788549e-03
735.0,4.61530540e-03,4.50806621e-03,1.59953563e-03,1.52507576e-03,1.50916084e-03
736.0,4.48739816e-03,4.40660812e-03,1.56839184e-03,1.48802930e-03,1.46433991e-03
737.0,4.40475124e-03,4.33997231e-03,1.54397668e-03,1.44470619e-03,1.43440677e-03
738.0,4.33331672e-03,4.28101672e-03,1.52510760e-03,1.42625992e-03,1.41022421e-03
739.0,4.28577821e-03,4.24469011e-03,1.51162038e-03,1.40712654e-03,1.39174267e-03
740.0,4.25206619e-03,4.21481792e-03,1.50118077e-03,1.38719164e-03,1.37720949e-03
741.0,4.23009644e-03,4.19441701e-03,1.49212499e-03,1.38599654e-03,1.36954535e-03
742.0,4.20789956e-03,4.18019422e-03,1.48699523e-03,1.37611680e-03,1.35960174e-03
743.0,4.19826210e-03,4.17393977e-03,1.47740236e-03,1.36291158e-03,1.35143448e-03
744.0,4.18737321e-03,4.16389011e-03,1.47280071e-03,1.35615570e-03,1.34668675e-03
745.0,4.17960576e-03,4.15864776e-03,1.46632452e-03,1.35113922e-03,1.34037981e-03
746.0,4.17500018e-03,4.15016246e-03,1.46241302e-03,1.34820877e-03,1.33544346e-03
747.0,4.17141109e-03,4.14581723e-03,1.45616403e-03,1.34432108e-03,1.32916999e-03
748.0,4.16581753e-03,4.14267230e-03,1.45410959e-03,1.34057222e-03,1.32549566e-03
749.0,4.16216239e-03,4.13773017e-03,1.45103490e-03,1.33695012e-03,1.31897717e-03
750.0,4.15595453e-03,4.13240267e-03,1.44568726e-03,1.33181871e-03,1.31727015e-03
751.0,4.15071935e-03,4.12904279e-03,1.43979617e-03,1.32421049e-03,1.31139918e-03
752.0,4.14531160e-03,4.12652201e-03,1.43599396e-03,1.32519954e-03,1.30681511e-03
753.0,4.14156098e-03,4.12190665e-03,1.43151455e-03,1.31096508e-03,1.30371953e-03
754.0,4.13695047e-03,4.12216516e-03,1.42995955e-03,1.31421532e-03,1.29812470e-03
755.0,4.13838239e-03,4.12005607e-03,1.42353181e-03,1.31113611e-03,1.29605844e-03
756.0,4.14035297e-03,4.11816449e-03,1.41963305e-03,1.30307254e-03,1.29264006e-03
757.0,4.14816266e-03,4.15263372e-03,1.40613522e-03,1.29220094e-03,1.27476780e-03
758.0,4.17723587e-03,4.21750698e-03,1.39592185e-03,1.24785733e-03,1.24255555e-03
759.0,4.24346607e-03,4.26666031e-03,1.44702401e-03,1.22097000e-03,1.24865061e-03
760.0,4.22894656e-03,4.17434294e-03,1.49996110e-03,1.37136960e-03,1.38708817e-03
761.0,4.21734722e-03,4.13671184e-03,1.47180754e-03,1.39596478e-03,1.36134013e-03
762.0,4.21491142e-03,4.15488831e-03,1.46506410e-03,1.34646628e-03,1.34003751e-03
763.0,4.20384293e-03,4.12633623e-03,1.45502041e-03,1.38618221e-03,1.34789955e-03
764.0,4.19941994e-03,4.11833522e-03,1.43833938e-03,1.36707472e-03,1.33066465e-03
765.0,4.20137535e-03,4.12430848e-03,1.42509663e-03,1.34227459e-03,1.31566314e-03
766.0,4.21353062e-03,4.13952558e-03,1.41268332e-03,1.33684414e-03,1.29936118e-03
767.0,4.22410168e-03,4.16028894e-03,1.40728894e-03,1.31349721e-03,1.28947505e-03
768.0,4.24312148e-03,4.17580393e-03,1.40301867e-03,1.30027259e-03,1.28363520e-03
769.0,4.25978629e-03,4.19025444e-03,1.40292302e-03,1.29629205e-03,1.28338746e-03
770.0,4.28233553e-03,4.20359797e-03,1.40162321e-03,1.29634854e-03,1.28415276e-03
771.0,4.31064939e-03,4.22376924e-03,1.40399072e-03,1.30462030e-03,1.28451209e-03
772.0,4.33511919e-03,4.24116258e-03,1.40777047e-03,1.29678378e-03,1.28892713e-03
773.0,4.36021502e-03,4.26149171e-03,1.40853144e-03,1.30276559e-03,1.29139044e-03
774.0,4.39674075e-03,4.28460476e-03,1.41270395e-03,1.30986809e-03,1.29647089e-03
775.0,4.42991551e-03,4.30754953e-03,1.41603334e-03,1.31492873e-03,1.29887797e-03
776.0,4.46502270e-03,4.33142464e-03,1.41692574e-03,1.32132994e-03,1.30775924e-03
777.0,4.50284914e-03,4.36061252e-03,1.42120035e-03,1.33233701e-03,1.31393611e-03
778.0,4.54379903e-03,4.38894589e-03,1.42602059e-03,1.33177174e-03,1.32055114e-03
779.0,4.58529121e-03,4.41384787e-03,1.43002758e-03,1.33903915e-03,1.32685863e-03
780.0,4.63347859e-03,4.44653129e-03,1.43806436e-03,1.34910071e-03,1.33642645e-03
781.0,4.67679361e-03,4.48657411e-03,1.44101364e-03,1.35324831e-03,1.34569321e-03
782.0,4.73163481e-03,4.52075566e-03,1.44777573e-03,1.36566002e-03,1.35064100e-03
783.0,4.78250426e-03,4.55823960e-03,1.45374821e-03,1.37438458e-03,1.36422390e-03
784.0,4.83706818e-03,4.59418328e-03,1.45894559e-03,1.38370248e-03,1.37153247e-03
785.0,4.88942258e-03,4.63374674e-03,1.46597895e-03,1.38932886e-03,1.38022000e-03
786.0,4.94584087e-03,4.67595150e-03,1.47589380e-03,1.39425366e-03,1.39142683e-03
787.0,5.00923884e-03,4.72051861e-03,1.48156366e-03,1.40714232e-03,1.40561400e-03
788.0,5.06637931e-03,4.76182667e-03,1.49128083e-03,1.42355623e-03,1.41530264e-03
789.0,5.13347705e-03,4.80817760e-03,1.49937766e-03,1.44134637e-03,1.43364945e-03
790.0,5.19618736e-03,4.85450235e-03,1.51080501e-03,1.44584159e-03,1.44597921e-03
791.0,5.25535150e-03,4.89474900e-03,1.51495245e-03,1.46641448e-03,1.46097488e-03
792.0,5.32398174e-03,4.94352814e-03,1.52963225e-03,1.49466196e-03,1.47863276e-03
793.0,5.39171632e-03,4.99104456e-03,1.53349553e-03,1.50687423e-03,1.49315419e-03
794.0,5.45036986e-03,5.03629222e-03,1.54205000e-03,1.50790011e-03,1.50191929e-03
795.0,5.51601083e-03,5.08236517e-03,1.56233688e-03,1.53215815e-03,1.52801855e-03
796.0,5.58083389e-03,5.12828239e-03,1.55923862e-03,1.55193567e-03,1.54024506e-03
797.0,5.63581725e-03,5.17135727e-03,1.56082853e-03,1.54269096e-03,1.54087210e-03
798.0,5.69160180e-03,5.21955663e-03,1.57742255e-03,1.55930035e-03,1.55894170e-03
799.0,5.74274244e-03,5.25472085e-03,1.58662459e-03,1.58044563e-03,1.57298330e-03
800.0,5.79635603e-03,5.29188072e-03,1.59099518e-03,1.59774644e-03,1.58890805e-03
801.0,5.84009683e-03,5.32614101e-03,1.59996356e-03,1.60908135e-03,1.60153901e-03
802.0,5.88117976e-03,5.35658395e-03,1.60532306e-03,1.62100644e-03,1.61364178e-03
803.0,5.91723609e-03,5.38122277e-03,1.60883449e-03,1.62891451e-03,1.62435494e-03
804.0,5.94425650e-03,5.40497722e-03,1.61179497e-03,1.63895706e-03,1.63261560e-03
805.0,5.96576532e-03,5.42372900e-03,1.61243126e-03,1.64762295e-03,1.63719227e-03
806.0,5.97532791e-03,5.43626639e-03,1.61010585e-03,1.64882401e-03,1.63734053e-03
807.0,5.98360814e-03,5.44963033e-03,1.61014094e-03,1.63596492e-03,1.63821034e-03
808.0,5.98217730e-03,5.44562033e-03,1.60553821e-03,1.65266212e-03,1.63622807e-03
809.0,5.96996142e-03,5.43801136e-03,1.60440347e-03,1.62591546e-03,1.63015538e-03
810.0,5.96043806e-03,5.42640779e-03,1.59945307e-03,1.63392579e-03,1.62706776e-03
811.0,5.93371428e-03,5.41754855e-03,1.58920441e-03,1.60558035e-03,1.61084387e-03
812.0,5.90313661e-03,5.39569854e-03,1.57918823e-03,1.60769436e-03,1.59314204e-03
813.0,5.85764452e-03,5.36811095e-03,1.57566289e-03,1.60400195e-03,1.58644805e-03
814.0,5.81475350e-03,5.33515967e-03,1.56749866e-03,1.59938681e-03,1.57627647e-03
815.0,5.75840104e-03,5.27914407e-03,1.56648336e-03,1.57460991e-03,1.56985364e-03
816.0,5.69671297e-03,5.22800660e-03,1.55455322e-03,1.55115137e-03,1.55911351e-03
817.0,5.62317086e-03,5.17496302e-03,1.53925805e-03,1.56072084e-03,1.54203096e-03
818.0,5.53481867e-03,5.11275730e-03,1.52333567e-03,1.55751776e-03,1.52656256e-03
819.0,5.44384526e-03,5.04158567e-03,1.50059694e-03,1.53759328e-03,1.50614888e-03
820.0,5.34581296e-03,4.99020648e-03,1.47383004e-03,1.49003497e-03,1.45902159e-03
821.0,5.20665371e-03,4.91846166e-03,1.44594853e-03,1.43977711e-03,1.41694781e-03
822.0,5.00926944e-03,4.74820318e-03,1.43264185e-03,1.40746387e-03,1.39427179e-03
823.0,4.84161435e-03,4.61285669e-03,1.39674496e-03,1.41623613e-03,1.36635381e-03
824.0,4.64118954e-03,4.48411800e-03,1.35651570e-03,1.33721371e-03,1.31708782e-03
825.0,4.41821655e-03,4.33617124e-03,1.31646698e-03,1.28779015e-03,1.25702522e-03
826.0,4.17817238e-03,4.17167783e-03,1.27734428e-03,1.25227207e-03,1.19826242e-03
827.0,3.90919848e-03,3.97474255e-03,1.23627453e-03,1.17770627e-03,1.14579388e-03
828.0,3.66039953e-03,3.79085544e-03,1.19684051e-03,1.15886361e-03,1.10049559e-03
829.0,3.45244473e-03,3.62926740e-03,1.15942718e-03,1.13088841e-03,1.05738914e-03
830.0,3.26410837e-03,3.48581341e-03,1.13420070e-03,1.07985633e-03,1.02165730e-03
831.0,3.09933029e-03,3.36008587e-03,1.10076177e-03,1.03164277e-03,9.83636683e-04
832.0,2.97181003e-03,3.27414490e-03,1.08485967e-03,1.00836122e-03,9.66909177e-04
833.0,2.87025398e-03,3.18914245e-03,1.06788318e-03,9.88781285e-04,9.42760121e-04
834.0,2.78083845e-03,3.12286476e-03,1.04554664e-03,9.75820499e-04,9.28479485e-04
835.0,2.72183732e-03,3.08009321e-03,1.04197526e-03,9.70520913e-04,9.13824758e-04
836.0,2.65892484e-03,3.03653845e-03,1.02980439e-03,9.56714431e-04,9.01159768e-04
837.0,2.61237865e-03,2.99478424e-03,1.01876410e-03,9.47403796e-04,8.93118080e-04
838.0,2.57009986e-03,2.96892747e-03,1.01042346e-03,9.27252704e-04,8.79338176e-04
839.0,2.53480659e-03,2.93734981e-03,1.00313854e-03,9.24823194e-04,8.73725862e-04
840.0,2.49002865e-03,2.90721681e-03,9.95871215e-04,9.20172818e-04,8.68612040e-04
841.0,2.45104695e-03,2.88633360e-03,9.88429806e-04,9.18709873e-04,8.55661158e-04
842.0,2.41723206e-03,2.85247569e-03,9.87344888e-04,9.20932893e-04,8.45725789e-04
843.0,2.38338695e-03,2.83028767e-03,9.77904077e-04,9.04929660e-04,8.42007027e-04
844.0,2.35096111e-03,2.79731699e-03,9.71550070e-04,9.04301473e-04,8.35454280e-04
845.0,2.31971009e-03,2.77332749e-03,9.67007744e-04,9.00290173e-04,8.35712241e-04
846.0,2.27840565e-03,2.75045272e-03,9.61935175e-04,8.93377528e-04,8.24227721e-04
847.0,2.24878415e-03,2.72484136e-03,9.51562713e-04,8.70752667e-04,8.10079004e-04
848.0,2.21224297e-03,2.69965572e-03,9.51952686e-04,8.67741482e-04,8.13703707e-04
849.0,2.17258637e-03,2.68016881e-03,9.43605201e-04,8.62138366e-04,8.10847537e-04
850.0,2.14882525e-03,2.64761438e-03,9.41422916e-04,8.65067693e-04,8.00524305e-04
851.0,2.11698611e-03,2.63294441e-03,9.37918466e-04,8.48158202e-04,7.95774769e-04
852.0,2.08651261e-03,2.61786547e-03,9.28117799e-04,8.52634929e-04,7.89295959e-04
853.0,2.06594237e-03,2.58388862e-03,9.29680732e-04,8.37503562e-04,7.87177993e-04
854.0,2.02832751e-03,2.56329676e-03,9.25446314e-04,8.44958924e-04,7.89936710e-04
855.0,1.99969533e-03,2.53501237e-03,9.22504507e-04,8.37359864e-04,7.71852856e-04
856.0,1.97024679e-03,2.52368475e-03,9.10918004e-04,8.21821089e-04,7.70909410e-04
857.0,1.95038788e-03,2.50622437e-03,9.04573912e-04,8.41407656e-04,7.57237392e-04
858.0,1.93672918e-03,2.48278701e-03,9.02952791e-04,8.21076249e-04,7.64703573e-04
859.0,1.90033128e-03,2.46252631e-03,8.99663236e-04,8.19881182e-04,7.59850047e-04
860.0,1.88845037e-03,2.44405365e-03,8.89658215e-04,8.17431595e-04,7.49119832e-04
861.0,1.85115174e-03,2.42037899e-03,8.89777825e-04,8.15865539e-04,7.54286456e-04
862.0,1.83434861e-03,2.40813907e-03,8.84316772e-04,8.02521584e-04,7.45452263e-04
863.0,1.81601572e-03,2.38629189e-03,8.79672252e-04,8.01472670e-04,7.36342616e-04
864.0,1.78573755e-03,2.37551114e-03,8.81975262e-04,7.81389153e-04,7.25795611e-04
865.0,1.76679186e-03,2.35601319e-03,8.69098581e-04,7.82943525e-04,7.32104878e-04
866.0,1.73103784e-03,2.32864401e-03,8.72092605e-04,7.92274477e-04,7.29612805e-04
867.0,1.70793873e-03,2.30527454e-03,8.60362576e-04,7.86629750e-04,7.17107647e-04
868.0,1.67379986e-03,2.27953826e-03,8.55667777e-04,7.83549175e-04,7.15560717e-04
869.0,1.65983078e-03,2.25697116e-03,8.55626600e-04,7.62791629e-04,7.09662930e-04
870.0,1.63015432e-03,2.23488827e-03,8.49741103e-04,7.59765031e-04,6.99676807e-04
871.0,1.59334091e-03,2.21589039e-03,8.40959338e-04,7.56075523e-04,7.02942838e-04
872.0,1.56747125e-03,2.19006259e-03,8.34009509e-04,7.47438199e-04,6.91565024e-04
873.0,1.53344962e-03,2.16359118e-03,8.35740581e-04,7.51072985e-04,6.89366283e-04
874.0,1.49814638e-03,2.14401397e-03,8.28571238e-04,7.61305225e-04,6.85539380e-04
875.0,1.47053194e-03,2.12427874e-03,8.21548132e-04,7.50758152e-04,6.72966028e-04
876.0,1.43701858e-03,2.08785324e-03,8.15001139e-04,7.65831689e-04,6.67376841e-04
877.0,1.41060411e-03,2.06838906e-03,8.12954468e-04,7.42853831e-04,6.59881121e-04
878.0,1.38848711e-03,2.05236973e-03,8.03843601e-04,7.29759685e-04,6.53017016e-04
879.0,1.34475659e-03,2.02376367e-03,7.98679994e-04,7.31789299e-04,6.46900489e-04
880.0,1.31417378e-03,2.00160692e-03,7.93864673e-04,7.33549825e-04,6.38932231e-04
881.0,1.29656145e-03,1.97054633e-03,7.86143382e-04,7.21264310e-04,6.38355105e-04
882.0,1.26610627e-03,1.94791750e-03,7.85504428e-04,7.07239352e-04,6.36734909e-04
883.0,1.24637119e-03,1.92168208e-03,7.81270454e-04,6.94231270e-04,6.29444028e-04
884.0,1.21764263e-03,1.90940379e-03,7.77125341e-04,6.93552391e-04,6.23699175e-04
885.0,1.18653876e-03,1.87906439e-03,7.67702147e-04,6.93263775e-04,6.17788748e-04
886.0,1.17186016e-03,1.85526204e-03,7.63634683e-04,6.59015824e-04,6.08921087e-04
887.0,1.14256571e-03,1.83913511e-03,7.67115032e-04,7.03423204e-04,6.05628520e-04
888.0,1.12777371e-03,1.81834534e-03,7.54836406e-04,6.49825072e-04,6.01788856e-04
889.0,1.10313296e-03,1.80910340e-03,7.51415234e-04,6.94932041e-04,6.01485174e-04
890.0,1.08098309e-03,1.78786686e-03,7.50419076e-04,6.73020136e-04,5.98184123e-04
891.0,1.05661803e-03,1.77374692e-03,7.43714592e-04,6.58798662e-04,5.86344309e-04
892.0,1.04059017e-03,1.75152442e-03,7.45889667e-04,6.62862310e-04,5.87878023e-04
893.0,1.03249214e-03,1.73317588e-03,7.42302470e-04,6.38885863e-04,5.74758194e-04
894.0,1.02695678e-03,1.73090364e-03,7.37988375e-04,6.63902427e-04,5.81634712e-04
895.0,9.91711236e-04,1.71199721e-03,7.36131682e-04,6.38010814e-04,5.65909326e-04
896.0,9.98479002e-04,1.70652169e-03,7.37107639e-04,6.96472361e-04,5.76101593e-04
897.0,9.83391652e-04,1.69239553e-03,7.48113581e-04,6.53418463e-04,5.86600581e-04
898.0,9.49293514e-04,1.68711924e-03,7.48837162e-04,6.51354208e-04,5.68432361e-04
899.0,9.38037619e-04,1.65475191e-03,7.49157045e-04,6.37320433e-04,5.70990318e-04
900.0,9.34162826e-04,1.64661226e-03,7.43606046e-04,6.50453925e-04,5.67645128e-04
901.0,9.06588253e-04,1.61396014e-03,7.40346082e-04,5.96637141e-04,5.72050029e-04
902.0,8.84119810e-04,1.57650714e-03,7.30785797e-04,6.78645251e-04,5.63717083e-04
903.0,8.80525030e-04,1.57322453e-03,7.16333603e-04,6.55145122e-04,5.52870644e-04
904.0,8.49628119e-04,1.56616910e-03,7.01803580e-04,6.20402022e-04,5.43107388e-04
905.0,8.47368224e-04,1.56557468e-03,7.14045473e-04,6.25875946e-04,5.38402023e-04
906.0,8.31914970e-04,1.55980440e-03,7.08255140e-04,6.18453776e-04,5.32570403e-04
907.0,8.18468521e-04,1.53247908e-03,7.15968414e-04,6.24779306e-04,5.38712749e-04
908.0,7.96320303e-04,1.50350135e-03,7.19380094e-04,6.24520392e-04,5.39303116e-04
909.0,7.92430468e-04,1.48601384e-03,7.02382726e-04,6.21909759e-04,5.36527437e-04
910.0,7.63370770e-04,1.46530064e-03,6.98535873e-04,6.00229581e-04,5.11273995e-04
911.0,7.59544470e-04,1.45022649e-03,6.93501056e-04,6.38901539e-04,5.12242245e-04
912.0,7.26634889e-04,1.42593463e-03,6.93645518e-04,6.09950166e-04,5.23471815e-04
913.0,7.08276221e-04,1.39994833e-03,6.96836783e-04,6.39903486e-04,5.04032910e-04
