n,sky,dm,M,adg,bbp,eta,rms,amp
00027,00022,0.20000000000000284,16.113551034128285,0.3945932507054287,0.0945282253100751,0.3012764506298127,9.536765772381859,0.010627095776752426
00028,00023,0.29999999999999716,15.868619858881548,0.4068227906438872,0.09437434330030407,0.2996722185219016,9.50836217572593,0.010671149980355728
00029,00042,0.0,15.90844289810026,0.4201865279568431,0.09499716612867025,0.29016406417545704,9.45937568545186,0.010734999539670451
