n,sky,dm,M,adg,bbp,eta,rms,amp
00055,00054,1.8999999999999986,28.906406278977215,1.8688268733934092,0.19492085189925928,0.2274500596039546,14.995737989387681,0.010219165233493343
00056,00054,0.19999999999999574,29.135732888021828,1.825547382426698,0.19144326708486978,0.2324972531466949,15.134384007178998,0.0100434593651661
00057,00054,8.399999999999999,35.76641713687328,1.4389742801104548,0.19405367327492154,0.34020211996820393,18.84769670842369,0.00889145940115835
00058,00054,3.3000000000000043,85.47694541663773,1.496290096478303,0.43676808131444933,0.4489562084007357,21.457715402183013,0.009524192666691193
00059,00054,2.3999999999999986,65.60730190160162,1.1907103450358973,0.33635017698291747,0.43261135681575236,20.397193330016968,0.009532194403781322
